run_id,status,configured_bandwidth_mbps,throughput_mbps,ratio_to_configured,started_at,ended_at,commit,environment_file,cleanup_status,error
100mbps-run-06,success,100,87.3,0.873,2026-08-03T07:58:34.598487Z,2026-08-03T07:58:41.935178Z,f18e13ea28415c22425ca738c2ce967438277cf8,../environment.json,success,
